Date,Package,Title,year
2015-03-02,IsingSampler,Sampling Methods and Distribution Functions for the Ising Model,2015
2015-03-02,lsr,"Companion to ""Learning Statistics with R""",2015
2015-03-02,PogromcyDanych,"PogromcyDanych / DataCrunchers is the Masive Online Open Course
that Brings R and Statistics to the People",2015
2015-03-01,Conake,Continuous Associated Kernel Estimation,2015
2015-03-01,gendata,Generate and Modify Synthetic Datasets,2015
2015-02-28,laketemps,"Lake Temperatures Collected by Situ and Satellite Methods from
1985-2009",2015
2015-02-28,timma,"Target Inhibition Interaction using Maximization and
Minimization Averaging",2015
2015-02-27,CoxRidge,Cox Models with Dynamic Ridge Penalties,2015
2015-02-27,GenForImp,"The Forward Imputation: A Sequential Distance-Based Approach for
Imputing Missing Data",2015
2015-02-26,dplRCon,Concordance for Dendroclimatology,2015
2015-02-26,FuzzyNumbers,Tools to Deal with Fuzzy Numbers,2015
2015-02-26,gte,Generalized Turnbull's Estimator,2015
2015-02-26,RcmdrPlugin.ROC,Rcmdr Receiver Operator Characteristic Plug-In PACKAGE,2015
2015-02-26,SurvCorr,Correlation of Bivariate Survival Times,2015
2015-02-25,aroma.apd,"A Probe-Level Data File Format Used by 'aroma.affymetrix'
[deprecated]",2015
2015-02-25,FGSG,Feature Grouping and Selection Over an Undirected Graph,2015
2015-02-25,ihs,Inverse Hyperbolic Sine Distribution,2015
2015-02-25,multiPIM,Variable Importance Analysis with Population Intervention Models,2015
2015-02-25,SDD,Serial Dependence Diagrams,2015
2015-02-24,assist,A Suite of R Functions Implementing Spline Smoothing Techniques,2015
2015-02-24,autopls,"Partial Least Squares Regression with Backward Selection of
Predictors",2015
2015-02-24,babar,Bayesian Bacterial Growth Curve Analysis in R,2015
2015-02-24,coloredICA,"Implementation of Colored Independent Component Analysis and
Spatial Colored Independent Component Analysis",2015
2015-02-24,coxsei,Fitting a CoxSEI Model,2015
2015-02-24,FFD,Freedom from Disease,2015
2015-02-24,likelihood,Methods for Maximum Likelihood Estimation,2015
2015-02-24,mwa,Causal Inference in Spatiotemporal Event Data,2015
2015-02-24,phenability,Nonparametric Stability Analysis,2015
2015-02-24,SvyNom,Nomograms for Right-Censored Outcomes from Survey Designs,2015
2015-02-23,crrstep,"Stepwise Covariate Selection for the Fine & Gray Competing Risks
Regression Model",2015
2015-02-23,games,Statistical Estimation of Game-Theoretic Models,2015
2015-02-23,stocks,Fast Functions for Stock Market Analysis,2015
2015-02-23,SurvLong,"Analysis of Proportional Hazards Model with Sparse Longitudinal
Covariates",2015
2015-02-23,wahc,"Autocorrelation and Heteroskedasticity Correction in Fixed
Effect Panel Data Model",2015
2015-02-23,wmlf,Wavelet Leaders in Multifractal Analysis,2015
2015-02-22,highTtest,Simultaneous Critical Values for t-Tests in Very High Dimensions,2015
2015-02-22,protoclust,Hierarchical Clustering with Prototypes,2015
2015-02-22,R.huge,Methods for Accessing Huge Amounts of Data [deprecated],2015
2015-02-22,ssize.fdr,Sample Size Calculations for Microarray Experiments,2015
2015-02-21,frm,Regression Analysis of Fractional Responses,2015
2015-02-21,lmeNBBayes,"Compute the Personalized Activity Index Based on a Flexible
Bayesian Negative Binomial Model",2015
2015-02-20,faisalconjoint,Faisal Conjoint Model: A New Approach to Conjoint Analysis,2015
2015-02-20,fastpseudo,Fast Pseudo Observations,2015
2015-02-20,msda,Multi-Class Sparse Discriminant Analysis,2015
2015-02-20,UBCRM,"Functions to Simulate and Conduct Dose-Escalation Phase I
Studies",2015
2015-02-19,fgpt,Floating Grid Permutation Technique,2015
2015-02-19,Simile,Interact with Simile Models,2015
2015-02-18,clusterGeneration,Random Cluster Generation (with Specified Degree of Separation),2015
2015-02-18,lbfgsb3,Limited Memory BFGS Minimizer with Bounds on Parameters,2015
2015-02-18,MortalitySmooth,Smoothing and Forecasting Poisson Counts with P-Splines,2015
2015-02-18,rjade,"A Clean, Whitespace-Sensitive Template Language for Writing HTML",2015
2015-02-18,semsfa,Semiparametric Estimation of Stochastic Frontier Models,2015
2015-02-17,analyz,"Model Layer for Automatic Data Analysis via CSV File
Interpretation",2015
2015-02-17,ATE,"Inference for Average Treatment Effects using Covariate
Balancing",2015
2015-02-17,eegkit,Toolkit for Electroencephalography Data,2015
2015-02-17,GaDiFPT,First Passage Time Simulation for Gaussian Diffusion Processes,2015
2015-02-17,hpcwld,"High Performance Cluster Models Based on Kiefer-Wolfowitz
Recursion",2015
2015-02-17,IBDhaploRtools,Functions for the Analysis of IBD Haplo Output,2015
2015-02-17,IBDLabels,Convert Between Different IBD-State Labelling Schemes,2015
2015-02-17,palaeoSig,Significance Tests for Palaeoenvironmental Reconstructions,2015
2015-02-16,bde,Bounded Density Estimation,2015
2015-02-16,glba,General Linear Ballistic Accumulator Models,2015
2015-02-16,LPS,"Linear Predictor Score, for Binary Inference from Multiple
Continuous Variables",2015
2015-02-16,PCIT,Partial Correlation Coefficient with Information Theory,2015
2015-02-16,randomUniformForest,"Random Uniform Forests for Classification, Regression and
Unsupervised Learning",2015
2015-02-16,sybilEFBA,"Using Gene Expression Data to Improve Flux Balance Analysis
Predictions",2015
2015-02-16,wbs,Wild Binary Segmentation for Multiple Change-Point Detection,2015
2015-02-15,nFCA,Numerical Formal Concept Analysis for Systematic Clustering,2015
2015-02-15,sparseBC,Sparse Biclustering of Transposable Data,2015
2015-02-15,ztable,Zebra-Striped Tables in LaTeX and HTML Formats,2015
2015-02-14,BayesBridge,Bridge Regression,2015
2015-02-14,minimist,Parse Argument Options,2015
2015-02-14,moonBook,Functions and Datasets for the Book by Keon-Woong Moon,2015
2015-02-14,phytotools,Phytoplankton Production Tools,2015
2015-02-13,demi,Differential Expression from Multiple Indicators,2015
2015-02-13,plotGoogleMaps,Plot Spatial or Spatio-Temporal Data Over Google Maps,2015
2015-02-13,ROAuth,R Interface For OAuth,2015
2015-02-13,shinyTree,jsTree Bindings for Shiny,2015
2015-02-13,tbart,Teitz and Bart's p-Median Algorithm,2015
2015-02-12,FastKNN,Fast k-Nearest Neighbors,2015
2015-02-12,gaselect,"Genetic Algorithm (GA) for Variable Selection from
High-Dimensional Data",2015
2015-02-12,kselection,Selection of K in K-Means Clustering,2015
2015-02-12,MTS,"All-Purpose Toolkit for Analyzing Multivariate Time Series (MTS)
and Estimating Multivariate Volatility Models",2015
2015-02-11,ARPobservation,"Tools for Simulating Direct Behavioral Observation Recording
Procedures Based on Alternating Renewal Processes",2015
2015-02-11,condMVNorm,Conditional Multivariate Normal Distribution,2015
2015-02-11,rNMF,Robust Nonnegative Matrix Factorization,2015
2015-02-11,shinybootstrap2,Bootstrap 2 Web Components for Use with Shiny,2015
2015-02-11,tmg,Truncated Multivariate Gaussian Sampling,2015
2015-02-11,treelet,"An Adaptive Multi-Scale Basis for High-Dimensional, Sparse and
Unordered Data",2015
2015-02-10,cccp,Cone Constrained Convex Problems,2015
2015-02-10,HSROC,"Meta-Analysis of Diagnostic Test Accuracy when Reference Test is
Imperfect",2015
2015-02-10,ICAFF,Imperialist Competitive Algorithm,2015
2015-02-10,lmm,Linear Mixed Models,2015
2015-02-10,RInSp,R Individual Specialization (RInSp),2015
2015-02-10,SoftClustering,Soft Clustering Algorithms,2015
2015-02-09,ivpanel,Instrumental Panel Data Models,2015
2015-02-08,cec2005benchmark,"Benchmark for the CEC 2005 Special Session on Real-Parameter
Optimization",2015
2015-02-08,MetNorm,Statistical Methods for Normalizing Metabolomics Data,2015
2015-02-08,SVMMatch,"Causal Effect Estimation and Diagnostics with Support Vector
Machines",2015
2015-02-07,klausuR,Multiple Choice Test Evaluation,2015
2015-02-06,knncat,Nearest-neighbor Classification with Categorical Variables,2015
2015-02-06,micromap,Linked Micromap Plots,2015
2015-02-06,SimilarityMeasures,Trajectory Similarity Measures,2015
2015-02-06,TableMonster,Table Monster,2015
2015-02-05,BayesMed,"Default Bayesian Hypothesis Tests for Correlation, Partial
Correlation, and Mediation",2015
2015-02-05,emplik2,"Empirical Likelihood Ratio Test for Two Samples with Censored
Data",2015
2015-02-05,fdatest,Interval Testing Procedure for Functional Data,2015
2015-02-05,svKomodo,SciViews GUI API - Functions to interface with Komodo Edit/IDE,2015
2015-02-04,BLCOP,Black-Litterman and Copula Opinion Pooling Frameworks,2015
2015-02-03,MatrixEQTL,"Matrix eQTL: Ultra fast eQTL analysis via large matrix
operations",2015
2015-02-03,poisDoubleSamp,Confidence Intervals with Poisson Double Sampling,2015
2015-02-03,RPPairwiseDesign,"Resolvable partially pairwise balanced design and Space-filling
design via association scheme",2015
2015-02-02,lmeNB,"Compute the Personalized Activity Index Based on a Negative
Binomial Model",2015
2015-02-02,multicon,Multivariate Constructs,2015
2015-02-02,royston,Royston's H Test: Multivariate Normality Test,2015
2015-02-02,SETPath,Spiked Eigenvalue Test for Pathway data,2015
2015-02-01,CompRandFld,Composite-Likelihood Based Analysis of Random Fields,2015
2015-02-01,hbm,Hierarchical Block Matrix Analysis,2015
2015-01-31,d3Network,"Tools for creating D3 JavaScript network, tree, dendrogram, and
Sankey graphs from R",2015
2015-01-31,infra,An Infrastructure Proxy Function,2015
2015-01-31,LMERConvenienceFunctions,Model Selection and Post-hoc Analysis for (G)LMER Models,2015
2015-01-31,multiAssetOptions,Finite Difference Method for Multi-Asset Option Valuation,2015
2015-01-30,brewdata,Extracting Usable Data from the Grad Cafe Results Search,2015
2015-01-30,kissmig,a Keep It Simple Species Migration Model,2015
2015-01-30,ppmlasso,Point Process Models with LASSO Penalties,2015
2015-01-29,mousetrack,Mouse-Tracking Measures from Trajectory Data,2015
2015-01-29,portfolio,Analysing equity portfolios,2015
2015-01-29,roughrf,Roughened Random Forests for Binary Classification,2015
2015-01-28,compareC,"Compare Two Correlated C Indices with Right-censored Survival
Outcome",2015
2015-01-28,flower,Tools for characterizing flowering traits,2015
2015-01-28,KFKSDS,"Kalman Filter, Smoother and Disturbance Smoother",2015
2015-01-28,metaMA,Meta-analysis for MicroArrays,2015
2015-01-28,SLHD,Maximin-Distance (Sliced) Latin Hypercube Designs,2015
2015-01-28,SMNCensReg,"Fitting Univariate Censored Regression Model Under the Family of
Scale Mixture of Normal Distributions",2015
2015-01-27,geoCount,Analysis and Modeling for Geostatistical Count Data,2015
2015-01-27,MaxPro,Maximum Projection Designs,2015
2015-01-27,mvnpermute,Generate New Multivariate Normal Samples from Permutations,2015
2015-01-27,RcmdrPlugin.SCDA,Rcmdr Plugin for Designing and Analyzing Single-case Experiments,2015
2015-01-27,tufterhandout,Tufte-style html document format for rmarkdown,2015
2015-01-26,Disake,Discrete associated kernel estimators,2015
2015-01-26,metaRNASeq,Meta-analysis of RNA-seq data,2015
2015-01-26,sae2,Small Area Estimation: Time-series Models,2015
2015-01-24,CensRegMod,Fits Normal and Student-t Censored Regression Model,2015
2015-01-23,grplasso,Fitting user specified models with Group Lasso penalty,2015
2015-01-23,hysteresis,"Tools for Modeling Rate-Dependent Hysteretic Processes and
Ellipses",2015
2015-01-23,pbivnorm,Vectorized Bivariate Normal CDF,2015
2015-01-23,PBSmodelling,GUI Tools Made Easy: Interact with Models and Explore Data,2015
2015-01-23,remMap,"Regularized Multivariate Regression for Identifying Master
Predictors",2015
2015-01-22,cec2013,"Benchmark functions for the Special Session and Competition on
Real-Parameter Single Objective Optimization at CEC-2013",2015
2015-01-22,ESEA,"ESEA: Discovering the Dysregulated Pathways based on Edge Set
Enrichment Analysis",2015
2015-01-22,sig,Print Function Signatures,2015
2015-01-22,timeordered,Time-ordered and time-aggregated network analyses,2015
2015-01-22,wesanderson,A Wes Anderson Palette Generator,2015
2015-01-21,ArfimaMLM,Arfima-MLM Estimation For Repeated Cross-Sectional Data,2015
2015-01-21,D2C,Predicting Causal Direction from Dependency Features,2015
2015-01-21,drmdel,"Dual Empirical Likelihood Inference under Density Ratio Models
in the Presence of Multiple Samples",2015
2015-01-21,gammSlice,Generalized additive mixed model analysis via slice sampling,2015
2015-01-21,ggm,Functions for graphical Markov models,2015
2015-01-21,MenuCollection,Collection of Configurable GTK+ Menus,2015
2015-01-20,snpRF,"Random Forest for SNPs to Prevent X-chromosome SNP Importance
Bias",2015
2015-01-19,imputeLCMD,"A collection of methods for left-censored missing data
imputation",2015
2015-01-17,HTMLUtils,Facilitates Automated HTML Report Creation,2015
2015-01-16,anfis,Adaptive Neuro Fuzzy Inference System in R,2015
2015-01-16,fwsim,Fisher-Wright Population Simulation,2015
2015-01-16,OrdinalLogisticBiplot,Biplot representations of ordinal variables,2015
2015-01-16,sphet,"Estimation of spatial autoregressive models with and without
heteroskedastic innovations",2015
2015-01-15,cmm,Categorical Marginal Models,2015
2015-01-15,mixer,Random graph clustering,2015
2015-01-15,MultiMeta,Meta-analysis of Multivariate Genome Wide Association Studies,2015
2015-01-14,ASPBay,"Bayesian Inference on Causal Genetic Variants using Affected
Sib-Pairs Data",2015
2015-01-14,HiDimMaxStable,Inference on High Dimensional Max-Stable Distributions,2015
2015-01-14,mailR,A Utility to Send Emails from R,2015
2015-01-14,mztwinreg,Regression Models for Monozygotic Twin Data,2015
2015-01-14,prabclus,"Functions for Clustering of Presence-Absence, Abundance and
Multilocus Genetic Data",2015
2015-01-14,robustDA,Robust Mixture Discriminant Analysis,2015
2015-01-14,SPODT,Spatial Oblique Decision Tree,2015
2015-01-14,WCE,Weighted Cumulative Exposure Models,2015
2015-01-13,ads,Spatial point patterns analysis,2015
2015-01-13,chromer,Interface to Chromosome Counts Database API,2015
2015-01-13,dst,Using Dempster-Shafer Theory,2015
2015-01-13,FACTscorer,"Scores the FACT and FACIT Family of Patient-Reported Outcome
Measures",2015
2015-01-13,HierO,"A graphical user interface for calculating power and sample size
for hierarchical data",2015
2015-01-13,hwwntest,Tests of White Noise using Wavelets,2015
2015-01-13,MBmca,Nucleic Acid Melting Curve Analysis on Microbead Surfaces with R,2015
2015-01-13,readMLData,"Reading Machine Learning Benchmark Data Sets in Different
Formats",2015
2015-01-13,Sunder,"Quantification of the effect of geographic versus environmental
isolation on genetic differentiation",2015
2015-01-13,traj,Trajectory Analysis,2015
2015-01-12,classyfire,"Robust multivariate classification using highly optimised SVM
ensembles",2015
2015-01-12,CNOGpro,Copy Numbers of Genes in prokaryotes,2015
2015-01-12,DEEPR,"Dirichlet-multinomial Evolutionary Event Profile Randomization
(DEEPR) test",2015
2015-01-12,HomoPolymer,Theoretical Model to Simulate Radical Polymerization,2015
2015-01-12,penMSM,Estimating Regularized Multi-state Models Using L1 Penalties,2015
2015-01-11,leiv,Bivariate Linear Errors-In-Variables Estimation,2015
2015-01-11,neldermead,R port of the Scilab neldermead module,2015
2015-01-10,aoristic,aoristic analysis with spatial output (kml),2015
2015-01-10,neuRosim,"Functions to Generate fMRI Data Including Activated Data, Noise
Data and Resting State Data",2015
2015-01-10,waveslim,"Basic wavelet routines for one-, two- and three-dimensional
signal processing",2015
2015-01-09,LSD,Lots of Superior Depictions,2015
2015-01-09,randomizationInference,Flexible Randomization-Based Inference,2015
2015-01-09,textometry,Textual Data Analysis Package used by the TXM Software,2015
2015-01-08,interferenceCI,Exact Confidence Intervals in the Presence of Interference,2015
2015-01-08,noia,"Implementation of the Natural and Orthogonal InterAction (NOIA)
model",2015
2015-01-08,sra,Selection Response Analysis,2015
2015-01-07,BEQI2,Benthic Ecosystem Quality Index 2,2015
2015-01-07,cudaBayesreg,"CUDA Parallel Implementation of a Bayesian Multilevel Model for
fMRI Data Analysis",2015
2015-01-07,eaf,Plots of the Empirical Attainment Function,2015
2015-01-07,FastPCS,FastPCS Robust Fit of Multivariate Location and Scatter,2015
2015-01-07,gdimap,Generalized Diffusion Magnetic Resonance Imaging,2015
2015-01-07,glpkAPI,R Interface to C API of GLPK,2015
2015-01-07,tsc,Likelihood-ratio Tests for Two-Sample Comparisons,2015
2015-01-06,physiology,Calculate Physiological Characteristics of Adults and Children,2015
2015-01-05,CorrBin,Nonparametrics with Clustered Binary and Multinomial Data,2015
2015-01-05,DistributionUtils,Distribution Utilities,2015
2015-01-05,GeneralizedHyperbolic,The Generalized Hyperbolic Distribution,2015
2015-01-05,moments,"Moments, cumulants, skewness, kurtosis and related tests",2015
2015-01-05,mritc,MRI Tissue Classification,2015
2015-01-05,NormalLaplace,The Normal Laplace Distribution,2015
2015-01-05,RadTran,Radon and Soil Gas Transport in 2D Porous Medium,2015
2015-01-05,SCEPtER,Stellar CharactEristics Pisa Estimation gRid,2015
2015-01-05,SkewHyperbolic,The Skew Hyperbolic Student t-Distribution,2015
2015-01-05,VarianceGamma,The Variance Gamma Distribution,2015
2015-01-04,AnglerCreelSurveySimulation,Simulate a Bus Route Creel Survey of Anglers,2015
2015-01-04,EntropyEstimation,Estimation of Entropy and Related Quantities,2015
2015-01-04,intReg,Interval Regression,2015
2015-01-04,jiebaRD,Chinese Text Segmentation Data for jiebaR Package,2015
2015-01-02,dropR,Analyze Drop Out of an Experiment or Survey,2015
2015-01-02,ForImp,"Imputation of Missing Values Through a Forward Imputation
Algorithm",2015
2015-01-02,TreePar,Estimating birth and death rates based on phylogenies,2015
2015-01-01,glrt,"Generalized Logrank Tests for Interval-censored Failure Time
Data",2015
2015-01-01,Storm,Write Storm Bolts in R using the Storm Multi-Language Protocol,2015
2014-12-31,CNprep,Pre-process DNA Copy Number (CN) Data for Detection of CN Events,2014
2014-12-31,YaleToolkit,Data exploration tools from Yale University,2014
2014-12-30,BCDating,Business Cycle Dating and Plotting Tools,2014
2014-12-30,CORE,Cores of Recurrent Events,2014
2014-12-30,ParDNAcopy,"Parallel implementation of the ""segment"" function of package
""DNAcopy""",2014
2014-12-29,diffEq,Functions from the book Solving Differential Equations in R,2014
2014-12-29,dupiR,Bayesian inference from count data using discrete uniform priors,2014
2014-12-29,ecolMod,"""A practical guide to ecological modelling - using R as a
simulation platform""",2014
2014-12-29,metabolomics,Analysis of Metabolomics Data,2014
2014-12-29,raters,"A Modification of Fleiss' Kappa in Case of Nominal and Ordinal
Variables",2014
2014-12-29,TBEST,Tree Branches Evaluated Statistically for Tightness,2014
2014-12-28,BNDataGenerator,Data Generator based on Bayesian Network Model,2014
2014-12-28,lm.beta,Add Standardized Regression Coefficients to lm-Objects,2014
2014-12-28,rmngb,Miscellaneous Collection of Functions for Medical Data Analysis,2014
2014-12-27,extraTrees,"Extremely Randomized Trees (ExtraTrees) Method for
Classification and Regression",2014
2014-12-26,LIM,Linear Inverse Model examples and solution methods,2014
2014-12-26,NetIndices,"Estimating network indices, including trophic structure of
foodwebs in R",2014
2014-12-26,RConics,Computations on Conics,2014
2014-12-24,additivityTests,"Additivity Tests in the Two Way Anova with Single Sub-class
Numbers",2014
2014-12-24,BayClone2,Bayesian Feature Allocation Model for Tumor Heterogeneity,2014
2014-12-24,historydata,Data Sets for Historians,2014
2014-12-24,manipulate,Interactive Plots for RStudio,2014
2014-12-24,OutlierDM,Outlier Detection for Multi-replicated High-throughput Data,2014
2014-12-24,OutrankingTools,Functions for Solving Multiple-criteria Decision-making Problems,2014
2014-12-23,KrigInv,"Kriging-based Inversion for Deterministic and Noisy Computer
Experiments",2014
2014-12-22,MAd,Meta-Analysis with Mean Differences,2014
2014-12-22,MPDiR,Data sets and scripts for Modeling Psychophysical Data in R,2014
2014-12-21,PredictABEL,Assessment of Risk Prediction Models,2014
2014-12-21,qmrparser,Parser combinator in R,2014
2014-12-21,reports,"Assist the Workflow of Writing Academic Articles and Other
Reports",2014
2014-12-20,NORTARA,Generation of Multivariate Data with Arbitrary Marginals,2014
2014-12-20,orgR,Analyse Text Files Created by Emacs' Org mode,2014
2014-12-20,SCEPtERbinary,Stellar CharactEristics Pisa Estimation gRid for Binary Systems,2014
2014-12-20,svDialogs,SciViews GUI API - Dialog boxes,2014
2014-12-20,tcltk2,Tcl/Tk Additions,2014
2014-12-19,geonames,Interface to www.geonames.org web service,2014
2014-12-19,RJDBC,Provides access to databases through the JDBC interface,2014
2014-12-19,sBF,Smooth Backfitting,2014
2014-12-18,DCGL,"Differential Co-expression Analysis and Differential Regulation
Analysis of Gene Expression Microarray Data",2014
2014-12-18,GPC,Generalized Polynomial Chaos,2014
2014-12-18,multiband,Period Estimation for Multiple Bands,2014
2014-12-18,RnavGraph,Using Graphs as a Navigational Infrastructure,2014
2014-12-18,RoughSetKnowledgeReduction,Simplification of Decision Tables using Rough Sets,2014
2014-12-18,selfingTree,"Genotype Probabilities in Intermediate Generations of Inbreeding
Through Selfing",2014
2014-12-18,sprinter,Framework for Screening Prognostic Interactions,2014
2014-12-17,amap,Another Multidimensional Analysis Package,2014
2014-12-17,hexView,Viewing Binary Files,2014
2014-12-17,nullabor,Tools for Graphical Inference,2014
2014-12-17,plsRbeta,Partial Least Squares Regression for Beta Regression Models,2014
2014-12-17,plsRcox,"Partial Least Squares Regression for Cox Models and Related
Techniques",2014
2014-12-17,plsRglm,Partial Least Squares Regression for Generalized Linear Models,2014
2014-12-17,RcppDL,Deep Learning Methods via Rcpp,2014
2014-12-17,rSFA,Slow Feature Analysis in R,2014
2014-12-17,soil.spec,Soil Spectroscopy Tools and Reference Models,2014
2014-12-16,FinancialInstrument,Financial Instrument Model Infrastructure for R,2014
2014-12-16,leaderCluster,Leader Clustering Algorithm,2014
2014-12-16,season,Seasonal analysis of health data,2014
2014-12-16,WaveletComp,Computational Wavelet Analysis,2014
2014-12-15,wildlifeDI,"Calculate Indices of Dynamic Interaction for Wildlife Telemetry
Data",2014
2014-12-14,logconPH,CoxPH Model with Log Concave Baseline Distribution,2014
2014-12-13,rgpui,UI for the RGP genetic programming framework,2014
2014-12-13,Rmosek,The R-to-MOSEK Optimization Interface,2014
2014-12-13,Vdgraph,"Variance dispersion graphs and Fraction of design space plots
for response surface designs",2014
2014-12-12,DSpat,Spatial Modelling for Distance Sampling Data,2014
2014-12-11,c060,"Extended Inference for Lasso and Elastic-Net Regularized Cox and
Generalized Linear Models",2014
2014-12-10,bnormnlr,"Bayesian Estimation for Normal Heteroscedastic Nonlinear
Regression Models",2014
2014-12-10,DnE,Distribution and Equation,2014
2014-12-10,gsalib,Utility Functions For GATK,2014
2014-12-09,cvAUC,Cross-Validated Area Under the ROC Curve Confidence Intervals,2014
2014-12-09,etm,Empirical Transition Matrix,2014
2014-12-09,isopam,Isopam (Clustering),2014
2014-12-09,MRSP,Multinomial Response Models with Structured Penalties,2014
2014-12-09,normalp,Routines for Exponential Power Distribution,2014
2014-12-09,RDataCanvas,Basic Runtime Support for Datacanvas.io,2014
2014-12-08,bdynsys,Bayesian Dynamical System Model,2014
2014-12-08,breakage,SICM pipette tip geometry estimation,2014
2014-12-08,ccda,Combined Cluster and Discriminant Analysis,2014
2014-12-08,extrafont,Tools for using fonts,2014
2014-12-08,MetSizeR,GUI Tool for Estimating Sample Sizes for Metabolomic Experiments,2014
2014-12-08,rbounds,"Perform Rosenbaum bounds sensitivity tests for matched and
unmatched data",2014
2014-12-08,rJPSGCS,R-interface to Gene Drop Simulation from JPSGCS,2014
2014-12-07,BayesianAnimalTracker,Bayesian Melding of GPS and DR Path for Animal Tracking,2014
2014-12-07,dashboard,Interactive Data Visualization with D3.js,2014
2014-12-07,RColorBrewer,ColorBrewer Palettes,2014
2014-12-06,algstat,Algebraic statistics in R,2014
2014-12-06,Rcgmin,Conjugate Gradient Minimization of Nonlinear Functions,2014
2014-12-05,ars,Adaptive Rejection Sampling,2014
2014-12-05,BLR,Bayesian Linear Regression,2014
2014-12-05,gettingtothebottom,Learning Optimization and Machine Learning for Statistics,2014
2014-12-05,okmesonet,Retrieve Oklahoma Mesonet climatological data,2014
2014-12-05,popReconstruct,Reconstruct Human Populations of the Recent Past,2014
2014-12-05,robfilter,Robust Time Series Filters,2014
2014-12-04,BEDASSLE,"Quantifies effects of geo/eco distance on genetic
differentiation",2014
2014-12-04,extWeibQuant,"Estimate Lower Extreme Quantile with the Censored Weibull MLE
and Censored Weibull Mixture",2014
2014-12-04,HSSVD,Biclustering with Heterogeneous Variance,2014
2014-12-04,LeafAngle,Analysis and Visualization of Plant Leaf Angle Distributions,2014
2014-12-04,NPS,"Convenience Functions and Tests for Working With the Net
Promoter Score (NPS)",2014
2014-12-04,sensitivityPStrat,Principal Stratification Sensitivity Analysis Functions,2014
2014-12-03,genMOSS,Functions for the Bayesian Analysis of GWAS Data,2014
2014-12-03,rngSetSeed,Seeding the Default RNG with a Numeric Vector,2014
2014-12-03,sequences,Generic and Biological Sequences,2014
2014-12-02,FLIM,Farewell’s Linear Increments Model,2014
2014-12-02,gamboostMSM,Estimating multistate models using gamboost(),2014
2014-12-02,MOrder,Check Time Homogeneity and Markov Chain Order,2014
2014-12-02,plgp,Particle Learning of Gaussian Processes,2014
2014-12-02,radar,Fundamental Formulas for Radar,2014
2014-12-02,turfR,TURF Analysis for R,2014
2014-12-02,VAR.etp,"VAR modelling: estimation, testing, and prediction",2014
2014-12-01,kriging,Ordinary Kriging,2014
2014-12-01,MindOnStats,Data sets included in Utts and Heckard's Mind on Statistics,2014
2014-12-01,occ,Estimates PET neuroreceptor occupancies,2014
2014-12-01,ssd,Sample Size Determination (SSD) for Unordered Categorical Data,2014
2014-11-30,rngwell19937,Random number generator WELL19937a with 53 or 32 bit output,2014
2014-11-29,mco,Multiple Criteria Optimization Algorithms and Related Functions,2014
2014-11-29,rainfreq,"Rainfall Frequency (Design Storm) Estimates from the US National
Weather Service",2014
2014-11-29,revealedPrefs,Revealed Preferences and Microeconomic Rationality,2014
2014-11-29,simrel,Linear Model Data Simulation and Design of Computer Experiments,2014
2014-11-27,CINOEDV,Co-Information based N-Order Epistasis Detector and Visualizer,2014
2014-11-27,DECIDE,DEComposition of Indirect and Direct Effects,2014
2014-11-27,miRtest,combined miRNA- and mRNA-testing,2014
2014-11-27,orderedLasso,Ordered Lasso and Time-lag Sparse Regression,2014
2014-11-27,SSrat,"Two-dimensional sociometric status determination with rating
scales",2014
2014-11-27,superbiclust,"Generating Robust Biclusters from a Bicluster Set (Ensemble
Biclustering)",2014
2014-11-26,EstSimPDMP,Estimation and Simulation for PDMPs,2014
2014-11-26,hierarchicalDS,"Functions For Performing Hierarchical Analysis of Distance
Sampling Data",2014
2014-11-26,kpodclustr,Method for Clustering Partially Observed Data,2014
2014-11-26,moduleColor,Basic Module Functions,2014
2014-11-26,SunterSampling,Sunter's sampling design,2014
2014-11-25,acss,Algorithmic Complexity for Short Strings,2014
2014-11-25,GPArotation,GPA Factor Rotation,2014
2014-11-25,gsarima,Two functions for Generalized SARIMA time series simulation,2014
2014-11-25,Julia,Fractal Image Data Generator,2014
2014-11-25,maboost,Binary and Multiclass Boosting Algorithms,2014
2014-11-25,musicNMR,Conversion of Nuclear Magnetic Resonance spectrum in audio file,2014
2014-11-25,setRNG,Set (Normal) Random Number Generator and Seed,2014
2014-11-25,SMR,Externally Studentized Midrange Distribution,2014
2014-11-25,soma,"General-Purpose Optimisation With the Self-Organising Migrating
Algorithm",2014
2014-11-24,choiceDes,Design Functions for Choice Studies,2014
2014-11-24,choplump,Choplump tests,2014
2014-11-24,rdatamarket,Data access API for DataMarket.com,2014
2014-11-24,sgr,Sample Generation by Replacement,2014
2014-11-24,someKfwer,Controlling the Generalized Familywise Error Rate,2014
2014-11-23,EloRating,Animal Dominance Hierarchies by Elo Rating,2014
2014-11-22,magrittr,A Forward-Pipe Operator for R,2014
2014-11-22,proteomics,Statistical Analysis of High Throughput Proteomics Data,2014
2014-11-22,sisus,SISUS: Stable Isotope Sourcing using Sampling,2014
2014-11-20,BACprior,"Choice of the Hyperparameter Omega in the Bayesian Adjustment
for Confounding (BAC) Algorithm",2014
2014-11-20,bglm,Bayesian Estimation in Generalized Linear Models,2014
2014-11-20,crmn,CCMN and other noRMalizatioN methods for metabolomics data,2014
2014-11-20,deltaPlotR,"Identification of dichotomous differential item functioning
(DIF) using Angoff's Delta Plot method",2014
