"";"text";"restaurante";"text_clean"
"4719";"queria muito aproveitar o black friday da burger king mas pena que ainda tô de repouso 😓";"Lanchonete2";"queria muito aproveitar o black friday da  mas pena que ainda tô de repouso 😓"
"4720";"burger king entra na disputa e faz da black friday 'guerra da batata' https://t.co/mgdbqabulj https://t.co/kyjkxhjhh7";"Lanchonete2";" entra na disputa e faz da black friday guerra da batata httpstcomgdbqabulj httpstcokyjkxhjhh"
"4721";"eu to amando essa disputa de mc donalds vs burger king😍";"Lanchonete2";"eu to amando essa disputa de   vs 😍"
"4722";"burger king pode colocar lanche a 1 real, nunca vai superar o sabor do mc donalds. meu cu pro bk";"Lanchonete2";" pode colocar lanche a  real nunca vai superar o sabor do   meu cu pro "
"4723";"o burger king daqui nunca participa das promoções e nem aceita cupom mas tá sempre lotada essa desgraça";"Lanchonete2";"o  daqui nunca participa das promoções e nem aceita cupom mas tá sempre lotada essa desgraça"
"4724";"todo mundo aproveitando o refil do burger king mc donalds o caralho a 4 e eu aqui em casa comendo pao passando fome";"Lanchonete2";"todo mundo aproveitando o refil do    o caralho a  e eu aqui em casa comendo pao passando fome"
"4725";"queria mto um burger king";"Lanchonete2";"queria mto um "
"4726";"burger king é vida o resto é nadinha ♥️😂 só tem q abrir a unidade logo lá no shopping da unigranrio @burgerkingbr https://t.co/efxq9krok6";"Lanchonete2";" é vida o resto é nadinha ♥️😂 só tem q abrir a unidade logo lá no shopping da unigranrio br httpstcoefxqkrok"
"4727";"louvado seja o burger king e seus bk chicken";"Lanchonete2";"louvado seja o  e seus  chicken"
"4728";"estava de boinhas aqui passeando pela internet até ver que o mc donalds e o burger king irão fazer uma black friday de batata frita";"Lanchonete2";"estava de boinhas aqui passeando pela internet até ver que o   e o  irão fazer uma black friday de batata frita"
"4729";"@dedsdead kdjdjksks mas tem burger king que é top";"Lanchonete2";"dedsdead kdjdjksks mas tem  que é top"
"4730";"chegando na fila do burger king sexta p pegar meu combo c balde https://t.co/mvh0vxycrw";"Lanchonete2";"chegando na fila do  sexta p pegar meu combo c balde httpstcomvhvxycrw"
"4731";"mc donalds e burger king fazendo promoção de black friday e eu sem nem um real 😭";"Lanchonete2";"  e  fazendo promoção de black friday e eu sem nem um real 😭"
"4732";"tô amando essa briga do mcdonald's com o burger king de quem vai dar mais batatas de graça

ps: apaguei o outro pq a porra do corretor colocou ""baratas""";"Lanchonete2";"tô amando essa briga do s com o  de quem vai dar mais batatas de graça

ps apaguei o outro pq a porra do corretor colocou baratas"
"4733";"hoje bebi uns 3 litros de coca na burger king e em seguida comprei uma coca grande no cinema e fui assistir um... https://t.co/gl5zpsv7cz";"Lanchonete2";"hoje bebi uns  litros de coca na  e em seguida comprei uma coca grande no cinema e fui assistir um httpstcoglzpsvcz"
"4734";"@leoguedesss na real o sanduíche do burger king é melhor";"Lanchonete2";"leoguedesss na real o sanduíche do  é melhor"
"4735";"guerra de batatas?? gostamos!!!
bobs e giraffas... o que tem pra oferecer??
#blackfryday #wm10... https://t.co/l03cxvkjtu";"Lanchonete2";"guerra de batatas gostamos
 e giraffas o que tem pra oferecer
#blackfryday #wm httpstcolcxvkjtu"
"4736";"mcdonald’s promete refil de batatas enquanto burger king oferece baldes de fritas em promoções especiais https://t.co/462bhgqe7n https://t.co/zh501kj6qz";"Lanchonete2";"s promete refil de batatas enquanto  oferece baldes de fritas em promoções especiais httpstcobhgqen httpstcozhkjqz"
"4737";"@lwithp esses dias sonhei com filme porno gay baseado no burger king";"Lanchonete2";"lwithp esses dias sonhei com filme porno gay baseado no "
"4738";"amanhã está rie no subway e burger king meu momento";"Lanchonete2";"amanhã está rie no  e  meu momento"
"4739";"@beatriz_sdaa @gabi_cordeir @andersonrjunior caralho, burger king é o dono do meu coração";"Lanchonete2";"beatrizsdaa gabicordeir andersonrjunior caralho  é o dono do meu coração"
"4740";"web diva tulla luana® diz: após 1 ano e 7 meses o burger king me fez uma proposta indecente!!!";"Lanchonete2";"web diva tulla luana® diz após  ano e  meses o  me fez uma proposta indecente"
"4741";"burger king sempre foi meu preferido https://t.co/c4dpipxruq";"Lanchonete2";" sempre foi meu preferido httpstcocdpipxruq"
"4742";"td mundo retuitando isso e eu sozinho pq nunca fui no burger king https://t.co/ftmqilkbyq";"Lanchonete2";"td mundo retuitando isso e eu sozinho pq nunca fui no  httpstcoftmqilkbyq"
"4743";"pensando bem.... vai ser burger king mesmo na sexta 🤔";"Lanchonete2";"pensando bem vai ser  mesmo na sexta 🤔"
"4744";"@mileyvadia @soubergomez @bchartsnet sim, mas burger king tu ganha mais batata, no subway é outro sanduíche";"Lanchonete2";"mileyvadia soubergomez bchartsnet sim mas  tu ganha mais batata no  é outro sanduíche"
"4745";"alguma dúvida que burger king &gt; mcdonald’s ???";"Lanchonete2";"alguma dúvida que  gt s "
"4746";"briga dos fast-foods: mc donalds dará um refil de fritas para os clientes na black friday, burger king promete dar um balde de fritas. https://t.co/sfezmocck7 https://t.co/plkwzz4zxv";"Lanchonete2";"briga dos fastfoods   dará um refil de fritas para os clientes na black friday  promete dar um balde de fritas httpstcosfezmocck httpstcoplkwzzzxv"
"4747";"sonho da minha vida ter burger king em erechim";"Lanchonete2";"sonho da minha vida ter  em erechim"
"4748";"to amando essa briga do burger king com o mc donald's por causa das batatas, um black friday desses bicho";"Lanchonete2";"to amando essa briga do  com o  s por causa das batatas um black friday desses bicho"
"4749";"tá tendo umas promoções de batata no mc e burger king. as pizzaria podiam ter essa ideia também.. colocar umas pizza pra jogo.";"Lanchonete2";"tá tendo umas promoções de batata no  e  as pizzaria podiam ter essa ideia também colocar umas pizza pra jogo"
"4750";"aguardando a promoção do bob's!

sim eu me vendo por batata frita! https://t.co/jbzqex1nh3";"Lanchonete2";"aguardando a promoção do bobs

sim eu me vendo por batata frita httpstcojbzqexnh"
"4751";"burger king é o rei do meu coração &lt;3 https://t.co/j68wjdx6nu";"Lanchonete2";" é o rei do meu coração lt httpstcojwjdxnu"
"4752";"e mcdonald's continua pisando kkkkkkkkkk no dia que o burger king fizer uma batata decente e um mcchicken de respeito a gente conversa. https://t.co/tplibm0ckp";"Lanchonete2";"e s continua pisando kkkkkkkkkk no dia que o  fizer uma batata decente e um chicken de respeito a gente conversa httpstcotplibmckp"
"4753";"amém burger king https://t.co/p2vymscfp3";"Lanchonete2";"amém  httpstcopvymscfp"
"4754";"burger king não sabe brincar 🤣🤣🤣🤣 https://t.co/9r3mn7evcr";"Lanchonete2";" não sabe brincar 🤣🤣🤣🤣 httpstcormnevcr"
"4755";"burger king tem balde de batata frita e mais promoções até final do mês para comemorar black friday https://t.co/5sxokknf2w";"Lanchonete2";" tem balde de batata frita e mais promoções até final do mês para comemorar black friday httpstcosxokknfw"
"4756";"burger king peca mto em não ter um drive thru";"Lanchonete2";" peca mto em não ter um drive thru"
"4757";"amém burger king";"Lanchonete2";"amém "
"4758";"@xxdrika_ amémmmmm burger king";"Lanchonete2";"xxdrika amémmmmm "
"4759";"capitalismo, melhor coisa!

burger king responde refil de fritas do mcdonald’s com balde https://t.co/e1x0txwoht via @exame";"Lanchonete2";"capitalismo melhor coisa

 responde refil de fritas do s com balde httpstcoextxwoht via exame"
"4760";"boatos que vai vim um burger king pra planaltina";"Lanchonete2";"boatos que vai vim um  pra planaltina"
"4761";"hoje fomos no burger king e não no mcdonalds";"Lanchonete2";"hoje fomos no  e não no "
"4762";"briguem mais por favor... os zoiudos (tipo eu) agradecem! https://t.co/was0qluw3g";"Lanchonete2";"briguem mais por favor os zoiudos tipo eu agradecem httpstcowasqluwg"
"4763";"eu quero é que os dois se lasquem.. eu quero é a batata de gratis... https://t.co/gjou4qc96b";"Lanchonete2";"eu quero é que os dois se lasquem eu quero é a batata de gratis httpstcogjouqcb"
"4764";"@gabrielavnv veja ai...https://t.co/eih4fsyqfv";"Lanchonete2";"gabrielavnv veja aihttpstcoeihfsyqfv"
"4765";"@eitacassia ahmiga podemos escolher entre subway ""compre um leve dois"" ou burger king ""guerra de batatas fritas"", o que acha? juntamos dinheiro pra um só sanduiche e ganhamos outro, mais uma vaquinha de 2,00 compramos uma lata de coca cola no mateus.";"Lanchonete2";"eitacassia ahmiga podemos escolher entre  compre um leve dois ou  guerra de batatas fritas o que acha juntamos dinheiro pra um só sanduiche e ganhamos outro mais uma vaquinha de  compramos uma lata de coca cola no mateus"
"4766";"burger king fará refil de balde de batata frita, para passar o mc donalds. 

essa treta é muito engraçada, pqp";"Lanchonete2";" fará refil de balde de batata frita para passar o   

essa treta é muito engraçada pqp"
"4767";"e é por isso q burger king é melhor q o mc https://t.co/lioifwpvsr";"Lanchonete2";"e é por isso q  é melhor q o  httpstcolioifwpvsr"
"4768";"nunca ganhei coroa do burger king";"Lanchonete2";"nunca ganhei coroa do "
"4769";"@kakaxerataque burger king é rui";"Lanchonete2";"kakaxerataque  é rui"
"4770";"hoje eu vou comer outra (riguis burguer) pensando nela (burger king)....";"Lanchonete2";"hoje eu vou comer outra riguis burguer pensando nela "
"4771";"@biatomazsh https://t.co/80vxn1t0sf boa noite";"Lanchonete2";"biatomazsh httpstcovxntsf boa noite"
"4772";"tava morrendo de vontade de comer burger king e minha mãe trouxe pra mim, ai que linda ❤";"Lanchonete2";"tava morrendo de vontade de comer  e minha mãe trouxe pra mim ai que linda ❤"
"4773";"mcdonald’s vai ter refil de fritas na black friday e burger king responde à altura https://t.co/snfvf5qlnv https://t.co/fi97vyt2ho";"Lanchonete2";"s vai ter refil de fritas na black friday e  responde à altura httpstcosnfvfqlnv httpstcofivytho"
"4774";"eu tenho aversão ao burger king e esse marketing escroto deles em cima do mcdonald's todo mundo já entendeu que vocês querem ser iguais a maior rede de fast food do mundo seus bando de ridículo";"Lanchonete2";"eu tenho aversão ao  e esse marketing escroto deles em cima do s todo mundo já entendeu que vocês querem ser iguais a maior rede de fast food do mundo seus bando de ridículo"
"4775";"mc djonatas e burger king jogando imundamente nesse black fraude pra ver quem oferece mais batata frita pro cliente";"Lanchonete2";" djonatas e  jogando imundamente nesse black fraude pra ver quem oferece mais batata frita pro cliente"
"4776";"batatas fritas na black friday. vamos de mc donalds ou de burger king? adoro a briga de… https://t.co/gueqgibid3";"Lanchonete2";"batatas fritas na black friday vamos de   ou de  adoro a briga de httpstcogueqgibid"
"4777";"assim não há barriga que fique sarada 😟 https://t.co/rxdwk5uf5y";"Lanchonete2";"assim não há barriga que fique sarada 😟 httpstcorxdwkufy"
"4778";"burger king e mc's donald estão competindo ksksksksksksks, adoroooo";"Lanchonete2";" e s  estão competindo ksksksksksksks adoroooo"
"4779";"mc donald's é o caralho. eu quero é balde de batata do burger king!!! https://t.co/s4wpzlrfsh";"Lanchonete2";" s é o caralho eu quero é balde de batata do  httpstcoswpzlrfsh"
"4780";"empresas privadas disputando entre si pra ver quem enche mais a minha barriga por menores preços https://t.co/awre7vhtxn";"Lanchonete2";"empresas privadas disputando entre si pra ver quem enche mais a minha barriga por menores preços httpstcoawrevhtxn"
"4781";"@victorvitorv aaaaaaahhhhhh burger king então";"Lanchonete2";"victorvitorv aaaaaaahhhhhh  então"
"4782";"@lauraboy_ saudades quando burger king era nossa única alimentação";"Lanchonete2";"lauraboy saudades quando  era nossa única alimentação"
"4783";"quero um burger king 🍔🍟#quartadetremurasdv";"Lanchonete2";"quero um  🍔🍟#quartadetremurasdv"
"4784";"só queria um lanche do burger king 👎 chuva não colabora 🤦🏻‍♂️😒";"Lanchonete2";"só queria um lanche do  👎 chuva não colabora 🤦🏻‍♂️😒"
"4785";"mcdonald's dando refil de batata frita na black friday e burger king dando um balde puta merda aow";"Lanchonete2";"s dando refil de batata frita na black friday e  dando um balde puta merda aow"
"4786";"https://t.co/qbcof0mtoq aí minha nossa senhora da dieta 😲😲😲";"Lanchonete2";"httpstcoqbcofmtoq aí minha nossa senhora da dieta 😲😲😲"
"4787";"black friday de batata frita do mc donalds e burger king foi a gente q pediu sim";"Lanchonete2";"black friday de batata frita do   e  foi a gente q pediu sim"
"4788";"""burger king vai vender balde de batata fritas na black friday"" só falta o dinheiro pra comprar :l";"Lanchonete2";" vai vender balde de batata fritas na black friday só falta o dinheiro pra comprar l"
"4789";"já to ansioso pro mega stacker quádruplo + balde de batata + milk shake de oreo que vou comer nesse sábado na burger king";"Lanchonete2";"já to ansioso pro mega stacker quádruplo + balde de batata + milk shake de oreo que vou comer nesse sábado na "
"4790";"sabe porque eu engordo? por causa de brigas assim: https://t.co/hmd78a15oz";"Lanchonete2";"sabe porque eu engordo por causa de brigas assim httpstcohmdaoz"
"4791";"eu só consigo pensar q preciso arrumar dinheiro pra ir no burger king antes q acabe a promo do balde de fritas...";"Lanchonete2";"eu só consigo pensar q preciso arrumar dinheiro pra ir no  antes q acabe a promo do balde de fritas"
"4792";"a treta do burger king x mc donalds to amando kkkkkk só vem black friday";"Lanchonete2";"a treta do  x   to amando kkkkkk só vem black friday"
"4793";"gente para tudo...balde de batata? foco dani foco kkkkk https://t.co/ycp9czn6nq";"Lanchonete2";"gente para tudobalde de batata foco dani foco kkkkk httpstcoycpcznnq"
"4794";"só chora burger king kkkkkakkakakk https://t.co/jmp3yvc850";"Lanchonete2";"só chora  kkkkkakkakakk httpstcojmpyvc"
"4795";"quem é mc donald's na fila do pão? pisa menos burger king";"Lanchonete2";"quem é  s na fila do pão pisa menos "
"4796";"black friday no brasil
- taco bell: 50% em todos os combos
- mc donald's: refil de batata frita
- burger king: balde de batata frita
- subway: compre 1 lanche e leve outro
como ser magro?
#blackfriday #fatfriday #brazil #shame";"Lanchonete2";"black friday no brasil
 taco bell  em todos os combos
  s refil de batata frita
  balde de batata frita
  compre  lanche e leve outro
como ser magro
#blackfriday #fatfriday #brazil #shame"
"4797";"vai abrir aqui do lado de casa um burger king.";"Lanchonete2";"vai abrir aqui do lado de casa um "
"4798";"@natsilva_o sim aaaaaaa ao invés de dar a batata normal eles vão dar um baldeeeee a gente precisa ir https://t.co/lbw6ykzsso";"Lanchonete2";"natsilvao sim aaaaaaa ao invés de dar a batata normal eles vão dar um baldeeeee a gente precisa ir httpstcolbwykzsso"
"4799";"queria ir pra pf levar minha morena no burger king só falta o dinheiro";"Lanchonete2";"queria ir pra pf levar minha morena no  só falta o dinheiro"
"4800";"briguem mesmo nos só temos a ganhar. quero batataaaaa. https://t.co/ufla8laaht";"Lanchonete2";"briguem mesmo nos só temos a ganhar quero batataaaaa httpstcouflalaaht"
"4801";"tudo que eu como de gostoso ao longo do dia guardo e levo pra matheus, mas hoje comi meu lanche do burger king e o que comprei pra ele também kkkkk";"Lanchonete2";"tudo que eu como de gostoso ao longo do dia guardo e levo pra matheus mas hoje comi meu lanche do  e o que comprei pra ele também kkkkk"
"4802";"@maarimota_ @mcdonalds_br burger king vai dar balde de batata";"Lanchonete2";"maarimota br  vai dar balde de batata"
"4803";"vou perguntar se ela nao quer me atender no burger king porque eu queria tanto um chicken jr. :~";"Lanchonete2";"vou perguntar se ela nao quer me atender no  porque eu queria tanto um chicken jr ~"
"4804";"olha clarissa gonçalves https://t.co/pr7usnkszv";"Lanchonete2";"olha clarissa gonçalves httpstcoprusnkszv"
"4805";"alguém avisa o mc donald's que refil é igual o refil de refri do burger king que você pega quantas vezes quiser!!!

por isso todo mundo prefere bk 🙄";"Lanchonete2";"alguém avisa o  s que refil é igual o refil de refri do  que você pega quantas vezes quiser

por isso todo mundo prefere  🙄"
"4806";"@ceticismo lembro disso. no shopping de sjc o refil do burger king dura uma hora só. nego devia passar o dia inteiro indo buscar refrigerante lá antes disso.";"Lanchonete2";"ceticismo lembro disso no shopping de sjc o refil do  dura uma hora só nego devia passar o dia inteiro indo buscar refrigerante lá antes disso"
"4807";"vi o comercial do burger king, já quero um hambúrguer de lá 😢";"Lanchonete2";"vi o comercial do  já quero um hambúrguer de lá 😢"
"4808";"burger king é bom de maaaais";"Lanchonete2";" é bom de maaaais"
"4809";"nao sei se como 2 subway pelo valor de 1
se me intoxico com batata do mc ou do burger king
ou se faço trabalho de base c a classe trabalhadora p derrubar o capital";"Lanchonete2";"nao sei se como   pelo valor de 
se me intoxico com batata do  ou do 
ou se faço trabalho de base c a classe trabalhadora p derrubar o capital"
"4810";"burger king pisou com força no mc donald's
ai como eu queria isso aqui em ro,,,,,,,";"Lanchonete2";" pisou com força no  s
ai como eu queria isso aqui em ro"
"4811";"burger king entra na disputa e transforma black friday em 'guerra da batata frita' https://t.co/w3xtfas81w";"Lanchonete2";" entra na disputa e transforma black friday em guerra da batata frita httpstcowxtfasw"
"4812";"burger king entra na disputa e transforma black friday em 'guerra da batata frita' https://t.co/ct6uej0fqr";"Lanchonete2";" entra na disputa e transforma black friday em guerra da batata frita httpstcoctuejfqr"
"4813";"“depois do mcdonald's anunciar refil de fritas, burger king vai dar balde com o produto na sexta-feira, 24”

é pra isso que eu faço publicidade e propaganda!!!!!!!!!!!!!!!!! u go @burgerkingbr https://t.co/hea1e98wdv";"Lanchonete2";"depois do s anunciar refil de fritas  vai dar balde com o produto na sextafeira 

é pra isso que eu faço publicidade e propaganda u go br httpstcoheaewdv"
"4814";"como não amar a concorrência ? #mc vs #bk https://t.co/xrgm3kapzt";"Lanchonete2";"como não amar a concorrência  # vs # httpstcoxrgmkapzt"
"4815";"burger king entra na disputa e transforma black friday em 'guerra da batata frita' https://t.co/o7kgds3nel -via @estadaoeconomia https://t.co/5fjqxlo5ar";"Lanchonete2";" entra na disputa e transforma black friday em guerra da batata frita httpstcookgdsnel via estadaoeconomia httpstcofjqxloar"
"4816";"tô com tanta vontade de tomar um milk shake do burger king";"Lanchonete2";"tô com tanta vontade de tomar um milk shake do "
"4817";"@naldoista @marilianevesv sim eu dou dinheiro em troca de burger king de tão gostoso que é";"Lanchonete2";"naldoista marilianevesv sim eu dou dinheiro em troca de  de tão gostoso que é"
"4818";"mano acabei de saber que o burger  king vai fazer refil de bata-frita";"Lanchonete2";"mano acabei de saber que o    vai fazer refil de batafrita"
"4819";"se alguém quiser me levar na black friday do burger king estou aceitando 😪";"Lanchonete2";"se alguém quiser me levar na black friday do  estou aceitando 😪"
"4820";"é desse blackfriday que a gente gooosta. 🐳
https://t.co/yhe8et7jyo";"Lanchonete2";"é desse blackfriday que a gente gooosta 🐳
httpstcoyheetjyo"
"4821";"só queria dizer isso também... https://t.co/shmmfsdqcc";"Lanchonete2";"só queria dizer isso também httpstcoshmmfsdqcc"
"4822";"será que o burger king daqui de bangu tá com a promoção do balde de batata?";"Lanchonete2";"será que o  daqui de bangu tá com a promoção do balde de batata"
"4823";"burger king em promoção e eu aqui babandooo";"Lanchonete2";" em promoção e eu aqui babandooo"
"4824";"eu tô pensando se aguento comer esse combo do burger king e depois tomar um milkshake do bob's que eu to com saudade daquele gostinho na minha boca e sim eu sinto saudade de comidas, tchau.";"Lanchonete2";"eu tô pensando se aguento comer esse combo do  e depois tomar um milkshake do bobs que eu to com saudade daquele gostinho na minha boca e sim eu sinto saudade de comidas tchau"
"4825";"maldita concorrência /;

https://t.co/5lplwnvg0i";"Lanchonete2";"maldita concorrência 

httpstcolplwnvgi"
"4826";"@vejasp mais ou menos, fui ontem no burger king the square , não tinha o balde, serviram na caixa de papelão!";"Lanchonete2";"vejasp mais ou menos fui ontem no  the square  não tinha o balde serviram na caixa de papelão"
"4827";"qeria um burger king";"Lanchonete2";"qeria um "
"4828";"só observando o mcdonald fazendo refil de batata e o burger king trocando a média pelo balde";"Lanchonete2";"só observando o  fazendo refil de batata e o  trocando a média pelo balde"
"4829";"eusoubh: treta is planted! após mcdonald's, burger king anuncia promoção com balde de batatas na black friday!  🍟🍟🍟 https://t.co/f2e95npkzg https://t.co/wcnmi9al4x";"Lanchonete2";"eusoubh treta is planted após s  anuncia promoção com balde de batatas na black friday  🍟🍟🍟 httpstcofenpkzg httpstcowcnmialx"
"4830";"treta is planted! após mcdonald's, burger king anuncia promoção com balde de batatas na black friday!  🍟🍟🍟 https://t.co/vvwutxdgox https://t.co/gnnijzupqz";"Lanchonete2";"treta is planted após s  anuncia promoção com balde de batatas na black friday  🍟🍟🍟 httpstcovvwutxdgox httpstcognnijzupqz"
"4831";"vamos morder de sódio 😍😍😍 https://t.co/miigafb5ed";"Lanchonete2";"vamos morder de sódio 😍😍😍 httpstcomiigafbed"
"4832";"minha dúvida amanhã será: comer um balde de batata no burger king ou leve 2 pague 1 no subway";"Lanchonete2";"minha dúvida amanhã será comer um balde de batata no  ou leve  pague  no "
"4833";"santo deus da gordisse!! burger king responde refil de fritas do mcdonald’s com balde de fritas.";"Lanchonete2";"santo deus da gordisse  responde refil de fritas do s com balde de fritas"
"4834";"no vale dos dinossauros, mcdonalds e burger king se encaram frente a frente na praça de alimentação do sg shopping. imagine o clima de tensão na sexta-feira. #blackfryday #blackfriday #fastfood  https://t.co/erwmgmtbnl";"Lanchonete2";"no vale dos dinossauros  e  se encaram frente a frente na praça de alimentação do sg shopping imagine o clima de tensão na sextafeira #blackfryday #blackfriday #fastfood  httpstcoerwmgmtbnl"
"4835";"@burgerkingbr o atendimento no sábado passado nas lanchonetes do parque dom pedro, conseguiu ser dos piores de campinas! parabéns burger king de campinas, ser dos piores daqui é um páreo duro!";"Lanchonete2";"br o atendimento no sábado passado nas lanchonetes do parque dom pedro conseguiu ser dos piores de campinas parabéns  de campinas ser dos piores daqui é um páreo duro"
"4836";"este black friday será a alegria dos gordinhos 🍟😋
#burgerking #mcdonalds #batatafrita 
👇
https://t.co/wuqjezmwob";"Lanchonete2";"este black friday será a alegria dos gordinhos 🍟😋
# # #batatafrita 
👇
httpstcowuqjezmwob"
"4837";"black friday do mc donalds e do burger king se for um sonho me deixa aq por favor";"Lanchonete2";"black friday do   e do  se for um sonho me deixa aq por favor"
"4838";"da série black friday: burger king oferece balde de batata fritas https://t.co/reegqjjndx #notícias #entretenimento https://t.co/2y7zktpqhn";"Lanchonete2";"da série black friday  oferece balde de batata fritas httpstcoreegqjjndx #notícias #entretenimento httpstcoyzktpqhn"
"4839";"burger king da argentina se recusa a vender whoppers e manda seus clientes para o mcdonald’s https://t.co/odkejdcthl";"Lanchonete2";" da argentina se recusa a vender whoppers e manda seus clientes para o s httpstcoodkejdcthl"
"4840";"so queria que o wesley falasse pra mim, se arruma vou te leva no burger king :(";"Lanchonete2";"so queria que o wesley falasse pra mim se arruma vou te leva no  "
"4841";"gabriel a coisa está ficando séria! https://t.co/etlkqklpte";"Lanchonete2";"gabriel a coisa está ficando séria httpstcoetlkqklpte"
"4842";"ou a sua rival burger king com seu balde de batata frita? https://t.co/xbcszzqoql";"Lanchonete2";"ou a sua rival  com seu balde de batata frita httpstcoxbcszzqoql"
"4843";"óbvio que o brasileiro foi no post sobre balde de batata frita do burger king falar sobre esquerda-direita-comunismo-coreia-do-norte-liberalismo";"Lanchonete2";"óbvio que o brasileiro foi no post sobre balde de batata frita do  falar sobre esquerdadireitacomunismocoreiadonorteliberalismo"
"4844";"https://t.co/yslc3pw97r isso mkt de verdade....";"Lanchonete2";"httpstcoyslcpwr isso mkt de verdade"
"4845";"eita porra sexta eu vou comer igual uma louca https://t.co/pxk7ddumwn";"Lanchonete2";"eita porra sexta eu vou comer igual uma louca httpstcopxkddumwn"
"4846";"burger king ta bem melhor com lanche saindo por 20 reais e a batata num balde";"Lanchonete2";" ta bem melhor com lanche saindo por  reais e a batata num balde"
"4847";"queria alguém pra ir no burger king cmg";"Lanchonete2";"queria alguém pra ir no  cmg"
"4848";"ae @legadodacopa, me falaram que teu velho entrou bêbado no burger king e está vomitando nas batatas!";"Lanchonete2";"ae legadodacopa me falaram que teu velho entrou bêbado no  e está vomitando nas batatas"
"4849";"ta construindo um burger king perto da minha casa, pensa se eu nao vou q falência";"Lanchonete2";"ta construindo um  perto da minha casa pensa se eu nao vou q falência"
"4850";"@maayalves2 https://t.co/ohqcmccorb overdose de batata meu deus do céu";"Lanchonete2";"maayalves httpstcoohqccorb overdose de batata meu deus do céu"
"4851";"ganhei uma carteira nova muito linda porém só oq tenho pra botar nela são: minha id, carteira de estudante e meus cupons do burger king.....";"Lanchonete2";"ganhei uma carteira nova muito linda porém só oq tenho pra botar nela são minha id carteira de estudante e meus cupons do "
"4852";"@fodeurbd tá 1 real a casquinha no burger king";"Lanchonete2";"fodeurbd tá  real a casquinha no "
"4853";"que fome de subway, burger king, pao de queijo, batata frita, pastel, pizza, macarrão com molho branco, e por ai vai";"Lanchonete2";"que fome de   pao de queijo batata frita pastel pizza arrão com molho branco e por ai vai"
"4854";"mc donalds vai dar refil de batata frita na black friday 

burger king vai dar balde de batata frita da black friday 

será esse o dia q o s humilhados serão exaltados?";"Lanchonete2";"  vai dar refil de batata frita na black friday 

 vai dar balde de batata frita da black friday 

será esse o dia q o s humilhados serão exaltados"
"4855";"obrigado deus https://t.co/lnprypvjqz";"Lanchonete2";"obrigado deus httpstcolnprypvjqz"
"4856";"promoção do mcdonald's na black friday
promoção do burger king na black friday
promoção do subway um dia antes da black friday

eu depois da black friday https://t.co/5c5afehdtz";"Lanchonete2";"promoção do s na black friday
promoção do  na black friday
promoção do  um dia antes da black friday

eu depois da black friday httpstcocafehdtz"
"4857";"“burger king terá balde de fritas em black friday” foda-seeeeee as fritas as pessoas querem mesmo é hamburger em dobro, casquinha de graça, tortinha de maçã por 1,00";"Lanchonete2";" terá balde de fritas em black friday fodaseeeeee as fritas as pessoas querem mesmo é ham em dobro casquinha de graça tortinha de maçã por "
"4858";"burger king terá fritas em balde durante a black friday -&gt; https://t.co/85jdzybauw https://t.co/m8ouq3hzds";"Lanchonete2";" terá fritas em balde durante a black friday gt httpstcojdzybauw httpstcomouqhzds"
"4859";"@aksnesdenizin nem giraffas nem bob's kk
são br. mas o meu amrzin eh o burger king, eu tô nem aí. 😂";"Lanchonete2";"aksnesdenizin nem giraffas nem bobs kk
são br mas o meu amrzin eh o  eu tô nem aí 😂"
"4860";"muita vontade de mc donalds, burger king, bob's, qualquer merda dessa!!!! mas não é pouca vontade não. quase chorando já 😩";"Lanchonete2";"muita vontade de    bobs qualquer merda dessa mas não é pouca vontade não quase chorando já 😩"
"4861";"procura-se companhia pra ir no mcdonalds comer batata com refil e depois passar no burger king e comer balde de batata a preço de batata média. interessados mandar currículo até quinta 23:59. 
grato";"Lanchonete2";"procurase companhia pra ir no  comer batata com refil e depois passar no  e comer balde de batata a preço de batata média interessados mandar currículo até quinta  
grato"
"4862";"queria um burger king 🤤";"Lanchonete2";"queria um  🤤"
"4863";"é... tá difícil esta semana. https://t.co/xnenli10sf";"Lanchonete2";"é tá difícil esta semana httpstcoxnenlisf"
"4864";"quero muito essa promoção do burger king ❤❤❤";"Lanchonete2";"quero muito essa promoção do  ❤❤❤"
"4865";"fui andando do começo da moreira césar até o final da gavião peixoto só pra ir no burger king 💪";"Lanchonete2";"fui andando do começo da moreira césar até o final da gavião peixoto só pra ir no  💪"
"4866";"na argentina, burger king manda clientes irem ao mcdonald's | acontecendoaqui https://t.co/v2ysgx5ceq";"Lanchonete2";"na argentina  manda clientes irem ao s | acontecendoaqui httpstcovysgxceq"
"4867";"da série black friday: burger king oferece balde de batata fritas https://t.co/pkrkae0fjx";"Lanchonete2";"da série black friday  oferece balde de batata fritas httpstcopkrkaefjx"
"4868";"você vai encarar o #burgerking ? vão oferecer um balde de de fritas no combo na #blackfriday https://t.co/pjfglmbbt6 https://t.co/05gkq1iyvo";"Lanchonete2";"você vai encarar o #  vão oferecer um balde de de fritas no combo na #blackfriday httpstcopjfglmbbt httpstcogkqiyvo"
"4869";"é comer e morrer feliz. https://t.co/myrnncodhv";"Lanchonete2";"é comer e morrer feliz httpstcomyrnncodhv"
"4870";"@rodrigoo2112 já viu as promoções de black friday do burger king?";"Lanchonete2";"rodrigoo já viu as promoções de black friday do "
